id;"nome_pais,""quantidade"",""preco_medio"",""descricao_mais_longa""";
1385;"Italy,2,5400,""Red berry, camphor, dried Alpine herb and a whiff of espresso are some of the aromas you'll find on this firmly structured red. On the young, taut palate, assertive fine-grained tannins frame red cherry, star anise and coffee bean. It's still young, with a tight, tongue-drying finish. Drink 2023–2033.""";
1386;"France,671,201300,""You can tell the age from the color and the faded mushroom flavors on the palate. It does merit some passing interest as a wine from the very hot 2003 vintage, but that's about all.""";
1387;"US,325,169000,""Young winemaker Collin Cranor's best Cabernet to date, intense and rounded by savory black cherry, still wound tight but already showing off its oak, sage and tobacco goodness. The wine is well-structured and rich in vanilla and blackberry, a testament to the winemaker's close workings with grower Julio Covarrubias.""";
1388;"France,21,33600,""With the amalgamation of Château Magdelaine into this one property, the estate is now a considerable 58 acres. The wine is now performing in top gear. Powerful tannins drive the mainly Merlot blend with 10% Cabernet Franc. It still shows signs of the wood aging and these will disappear to leave a richly endowed wine with a fine future. Drink from 2026.""";
1389;"Moldova,6,960,""This Moldovan blend of 55% Merlot and 45% Cabernet Sauvignon is aged for 12 months in French barrels and has aromas of mint, smoke, black plum and cassis in the bouquet. In the mouth, there are flavors of black cherry preserves and black currant before the bright fruit finish.""";
1390;"Spain,1,3030,""Jammy, creamy and superripe, with raspberry, burnt toast and coffee on the thick, meaty nose. Flavors reminiscent of an ice cream sundae work the palate, which means berry syrup, chocolate sauce and vanilla are highly prominent. Texturally speaking, this is a smooth, soft and plush wine. It pushes the envelope on ripeness, but that's become the Cirsion way. An awesome wine that deserves a proper decanting.""";
1391;"Spain,25,9250,""Yeasty, bready aromas reflect time in the bottle, although for a gran reserva this is still young. Depth and cushion are present on a slightly foamy palate, while this wine is less about ripe fruit flavors and more about sourdough and fermented citrus notes prior to a lasting finish.""";
1392;"Argentina,1,1900,""Young, fiery and rugged on the nose, but with exotic notes that suggest Middle Eastern and Asian herbs and spices. Like all Cobos Malbecs, this is big, chewy, brawny and a touch medicinal, with powerful dark fruit flavors, particularly black cherry, and a good deal of licorice, chocolate and overall richness. Handles its 15% alcohol better than many heavyweights";
1393;"Italy,247,185250,""You'll find aromas suggesting leather, mature dark-skinned fruit, moist earth and a whiff of game on this brawny red. The firm palate offers dried black cherry, raisin, licorice and tobacco alongside close-grained tannins that grip the finish.""";
1394;"Argentina,3,2550,""This ultraripe Malbec-led blend suggests aged P. X. Sherry via raisin and citrus peel aromas. A jammy palate manages to exhibit balance, despite heavy ripeness, while flavors of blackberry, cassis and prune are dark and dense. A savory, warm, saturated finish continues the theme of maximum ripeness. Drink through 2020.""";
1395;"Italy,581,232400,""You can't go wrong with this Amarone from one of the area's most storied houses. It always shows consistent quality and the 2010 is no exception. It boasts ripe black cherry and white pepper notes, with hints of raisin and almond. Velvety smooth and round, it's also fresh and very drinkable. Enjoy after 2016 for additional complexity.""";
1396;"New Zealand,53,7420,""Wines like this are why Americans can't get enough Marlborough Sauvignon Blanc. Passion fruit and nectarine are joined by spicy hints of jalapeño, creating a fine balance of round, tropical fruit with peppery piquancy that leaves the mouth watering.""";
1397;"France,205,43050,""You won't be disappointed with this attractively priced Saint-Chinian. Floral and herbal, with strong scents of lavender, licorice, laurel and menthol all infusing the black cherry, currant and boysenberry center. Rich and concentrated with a tecture like crushed velvet and fine but well-structured tannins. Hints of black pepper and bittersweet chocolate grace the close.""";
1398;"Italy,1,5950,""This stunning wine is all about extreme elegance and subtlety. It opens with aromas of wild red berry, rose petal, sweet baking spice and a whiff aromatic herb while the focused palate delivers red cherry, crushed raspberry, licorice, pipe tobacco and white pepper. A firm backbone of polished tannins and vibrant acidity gives it an age-worthy structure. It's loaded with finesse and should develop even more complexity over time. Drink 2018–2033.""";
1399;"Chile,88,19360,""Yeasty vanilla and mild vegetal aromas lead the way on this otherwise neutral-smelling SB. The palate is lively but more generic than specific";
1400;"Greece,40,7200,""Vanilla, black cherry and cinnamon on the nose lead the aromas of this exotic red. On the palate, a good red fruit and spice balance offers layers of cherry, plum and cedar. Likeable and a good introduction to Xinomavro.""";
1401;"Italy,49,38710,""Warm and robust, this full-bodied Barolo offers aromas of underbrush, scorched earth, tar and kirsch. The palate is bold and hearty but also shows the heat of the vintage, doling out cherry-marinated-in-spirits, licorice and clove alongside almost scorching alcohol. Drink sooner rather than later.""";
1402;"Italy,15,13350,""Violet, leather, dark berry, clove, menthol and grilled herb aromas lead the nose. The vibrant palate offers crunchy cherry, raspberry jelly, cinnamon and licorice alongside bright acidity. A backbone of assertive but noble tannins provides support. Drink 2018–2030.""";
1403;"Canada,1,410,""This barrel-fermented Chardonnay offers subtle layers of flavor, weaving hints of leafy green herb, lemon skin and oil, together with suggestions of white peach. It's structured for drinking now and through 2021, with an elegant frame and modest proportions.""";
1404;"Australia,1,7800,""This wine is rather developed, showing leather, earth and tobacco on the nose. Savory and meaty rather than fruity, it is full-bodied and pleasantly supple. Drink now–2020.""";
1405;"Italy,219,175200,""Youthful, bright and direct in its bold cherry and blueberry aromas. Vinous, chewy and raw with more evolution ahead. Chewy density with bold concentration and ripe fruit. Give it 4–6 more years.""";
1406;"Switzerland,3,4800,""This wine is cherry red with soft brown tinges, offering a nose of cherry with notes of summer farmstand. The predominant flavor is of tart cherry, interlaced with hints of red raspberry and bell pepper.""";
1407;"Spain,2,1840,""Opaque in color, with reduced aromas of mushroom, rubber and so forth. But do not give up on this masculine bruiser";
1408;"France,3,4590,""This wine is soft and rounded with attractive red-cherry fruits, ripe strawberries and touches of wood and tannin. Acidity comes along behind this richness. It is going to develop quickly and will give great pleasure. Drink from 2018.""";
1409;"France,2,3420,""The latest release of the legendary Comtes de Champagne comes from a great vintage. It has full, toasty bottle-age notes that give the wine depth of flavor, with a ripe, rounded mouthfeel and taut acidity. An almond note combines with the citrus-driven acidity on the finish.""";
1410;"France,13,22750,""This wine is characterized by both structure and rich fruitiness. A dark, smoky character brings out the solid tannins that underlie the black currant fruitiness and the balance. Although it doesn't have power, an intensity gives a flavor that lasts in the mouth. Drink this wine from 2018.""";
1411;"Chile,5,7500,""Warm-vintage characteristics of earthy berry aromas require time to come into focus. In the mouth, this Cabernet Sauvignon blend feels ripe, chunky and lush. Loamy, baked plum and cassis flavors are rich and easy, but short on the complexity that Almaviva usually offers. On the finish, this is smooth, lightly herbal and spicy. Drink through 2022.""";
1412;"Austria,3,2370,""Right now, although the nose is closed, exposure to air reveals the purity of lemon oil on a taut and tight palate still singing with yeasty notes. This is in its very infancy and promises to open up beautifully with its straight, soaring backbone of freshness. Underneath all the tightly curled layers of citrus peel slumbers a salty stoniness that signals ageability";
1413;"South Africa,1,1390,""Beautiful, brooding and with a bit of an edge, the Gravel Hill starts with aromas of smoke, cloves, black currant and pepper, leading into a layered, savory array of rich spice and black fruit. Elegant but assertive, the wine has a distinctive South African character, with a touch of Old World minerality and restraint.""";
1414;"New Zealand,2,1120,""This shows really attractive floral notes on the nose, followed by smoldering, dark flavors of roasted root vegetables and caramelized black cherries. It's full-bodied and maybe even a bit chunky on the palate, so give it until 2016–2017 to settle down and smooth out.""";
1415;"Italy,8,8640,""Toast, moist underbrush, grilled herb and balsamic aromas lead the nose. On the full-bodied austere palate, fine-grained tannins support tart cherry, cranberry, vanilla and star anise. Give this several more years to unwind and develop. Drink 2013–2033.""";
1416;"Austria,1,70,""Characteristic spiciness and grape flavors show well in this dry wine. There is an apple leanness about the texture, but the acidity gives it freshness, and a crisp aftertaste.""";
1417;"Germany,11,7480,""Smoke and earth lend a savory tone to fresh apple and lemon aromas on this dry, intensely concentrated Riesling. It's bold and weighty on the palate, but energized by a strike of lemon-lime acidity and soft white peach tones that linger on the finish.""";
1418;"Israel,4,2240,""With only 2,940 bottles produced, this is a limited-edition wine that's worth the hunt. Vanilla and oaky spice aromas immediately waft from the glass, with the core of dark berries and fleshy plum fruit following shortly after. Heavy and bold on the palate, the firm structure complements the concentrated blackberry and cherry flavors. Nuances of cocoa powder and tea leaves linger on the close.""";
1419;"Uruguay,1,650,""A lot has been thrown at this Tannat, and thus it's oaky while smelling like dried aged cheese and charred black plum. This is exceedingly tannic and acidic, so mouthfeel is an issue. Saucy, high-toned acid-driven tomato, herb and sour plum flavors finish sharp and tangy.""";
1420;"Israel,4,1320,""Violet-red in the glass, this wine has a nose of blackberries and gingerbread spice. It is well balanced, with equal amounts of velvety tannins and refreshing brightness cavorting on the palate. Pronounced flavors of blackberry, aniseed, smoke, flint and thyme are accentuated by notes of mint tea.""";
1421;"France,25,1750,""This wine is ripe with dense blackberry fruits and some firm, dry smoky tannins. It has the fruitiness and acidity typical of the vintage, along with some depth of flavor and a smooth aftertaste. Drink from 2017.""";
1422;"Hungary,3,1500,""Lush, opulent aromas of tropical fruit, spice and honey lead this Tokaji from Hungary. On the palate, the wine is supple and unctuous without heaviness, coating the tongue with more pineapple, orange and honey and finishing off with a delicious, lingering finesse.""";
1423;"Slovenia,2,700,""This wine is garnet in color, with aromas of cherry, vanilla, red plum and cassis. Flavors of tart cherry, red raspberry and blackberry drive the palate and lead to a lingering finish.""";
1424;"South Africa,3,2100,""There's a spicy soul to this beautiful Syrah, as forward notes of white pepper, licorice and sweet spice abound on the nose and mouth, infusing the raspberry, cherry and brambly blackberry fruits throughout. Additional notes of purple violets, fynbos and black tea add depth and interest. Medium weight, the approachable palate boasts a crushed satin texture, with fine yet gripping tannins that hang on through the spicy finish. Drink now–2020.""";
1425;"Australia,4,1960,""This is a smooth-textured, medium- to full-bodied wine loaded with scents of cedar and spice. Red berry fruit emerges on the palate and lingers alongside the cedar notes on the long finish. Drink now–2020.""";
1426;"South Africa,1,510,""A full-bodied wave of savory spice and rich fruit. Aromas of tobacco, mint, cassis and mocha lead, followed by smooth, luscious flavors of plum, smoke, and tobacco. Ageable but delicious now, the wine has a soft character that makes it good for solo sipping. It also will pair nicely with steaks and soft cheeses.""";
1427;"Italy,114,47880,""Zanna Riserva is a delicious wine with oak tones of chocolate and vanilla bean that are backed by touches of black fruit, currant, leather and spice. It finishes with soft, plump density and loads of black fruit and plum. Very nice.""";
1428;"Italy,1,1220,""Vigna La Rosa is always among Fontanafredda's best performing wines and this vintage will appeal to those who enjoy a riper, fuller style of Barolo. There are mature aromas of blackberry and raspberry backed by meaty tones of mesquite, smoke, cola, charcoal and powdery mocha. There's density and roundness here with velvety, plush tannins.""";
1429;"England,3,1290,""Notions of tart redcurrant play on the nose while a delicious edge of white pepper draws you in. The same pepper entices on the palate, framing fresh, tart berry and lemon purity on the slender but memorable palate. A firm structure makes this spicy, energetic and invigorating little number irresistible. The fine mousse has verve and elegance. It finishes pure and long.""";
1430;"Spain,1,3250,""Hard to believe the price on this. Yes, it's a perfectly good aged Ribera, but special it isn't. Bricky and roasted on the nose, with spiced cherry and plum aromas. The palate is healthy and comfortable, with cola, cherry and licorice flavors. Vanilla and length define the finish. Too regular to recommend at $325.""";
1431;"Austria,80,18400,""Yeasty overtones dominate the nose, while the palate reveals creamy pear fruit and a rounded palate with savory Grüner spice. This will work very well with mixed cheeses.""";
1432;"New Zealand,2,1220,""VM takes a huge leap in the Syrah race with this wine. It's inky purple in color, with hints of pepper, espresso and black olive accenting blueberry and blackberry fruit. A plush coating partially conceals ample structure, while the richly textured finish lingers a good long time. Drink now–2025.""";
1433;"France,1,2650,""A smooth, superripe wine, full of the sweetest fruit, big and rich. It is opulent, a powerhouse of dense Merlot fruits, rounded out with soft tannins.""";
1434;"Chile,3,1260,""This blend of six grapes is led by Cabernet Sauvignon. On the bouquet, it's dry and dusty, with tobacco, cherry and a hint of raisin. The palate feels a touch baked and/or cooked, while reedy, minty, lightly herbal flavors are offset by cassis and berry. Mild astringency defines the finish.""";
1435;"Mexico,1,100,""Smells crisp and pineapple-y and tastes of tart pineapple and pear, but the mouthfeel is thick and syrupy. Finishes relatively clean and tangy.""";
1436;"Greece,20,3800,""Vanilla, strawberry and cherry on the nose leads into a spicy but balanced blend of fresh and fruity flavors. The wine offers ample minerality so it's clean on the tongue. Delightful and flirty, and good with fruit desserts.""";
1437;"Brazil,13,1950,""Tropical aromas of lime and lychee are simple but also normal for Moscato. This semisweet still wine is a bit dilute, with flavors of sweet grass, green herbs and lychee.""";
1438;"Mexico,4,800,""This rusty looking, aged Cabernet Sauvignon displays mature, cooked aromas of prune, raisin and not much else. The mouthfeel is dry and astringent, while flavors of burnt brown sugar, stewed berry and turned earth finish quick, without any backup.""";
1439;"Chile,1,2600,""Round, dark and impressive, with deep berry aromas, minerality, smokiness and a hint of herbs and tomato. The palate is jammy and rich, what you might call syrupy, but there's still plenty of spine and structure. Tastes rich, jammy and masculine, with blackberry, coffee and spice notes. Drink now through 2017.""";
1440;"Slovenia,1,380,""Ripe and rich in texture, this powerful Slovenian Cabernet balances a bold black-cherry flavor with loads of savory dried herb, graphite and reverberating acidity. There's a nervous quality about this wine that could smooth out with a good decant, or a few more years in a cellar.""";
1441;"Italy,15,30000,""You'll recognize this Sangiovese immediately thanks to pristine notes of blue flowers, chalky soil, sage and Mediterranean herbs. It has a thinner, delicate texture in the mouth but ends with bright, vibrant crispness.""";
1442;"Canada,10,3500,""This unique, port-style dessert wine fortifies its Marechal Foch, Cabernet Franc and Merlot base with walnut brandy. Smooth as silk, it has clearly benefitted from extra bottle age, and drinks like a dream. It's loaded with lush and generous flavors of crème de cassis, toffee, coffee, maple syrup and caramel.""";
1443;"France,1,7100,""The wine comes from a small strip of a half acre in the center of this famed grand cru, part of the Olivier Leflaive family domaine. It is laden with toast flavors from the wood fermentation as well as intense fruit, green plums and crisp apples which are given extra richness by apricots. Concentrated and densely textured the wine will develop so well. Drink from 2022.""";
1444;"US,41,82000,""You want soft, cult-style, wildly delicious Napa Cabernet? Here it is. The personal vision of Jeremy Nickel, of the Far Niente and Nickel & Nickel dynasty, this is rich and delicious in blackberry compote, black currant, chocolate, anise and sweet oak flavors. Blended with a few drops of Merlot, Petit Verdot and Malbec, this bottling now establishes itself at the forefront of Napa's most important Cabernets.""";
1445;"Austria,89,15130,""Zippy, fresh conference pear fruit with just a little edge of white pepper and zingy lemon zest plays on this linear, light-bodied but ultrafresh wine. An almost-weightless lightness means that the wine will do well as an enlivening apéritif.""";
1446;"Spain,1,1590,""This is a great wine, from a vintage that wasn't great. The nose is smooth and rich, with raspberry, plum, fine oak and all the spice that comes with it. The palate feels fresh and healthy, with racy blackberry fruit tempered by creamy chocolate, vanilla and spice. Like most high-end wines from the Eguren family, this is right on the money. Drink now through 2018.""";
1447;"New Zealand,1,620,""It is a dark and earthy Pinot, with notes of clean compost, root beer and faint hints of campfire. This medium- to full-bodied wine boasts supple tannins that coast easily through a long, silky finish. Tasted from a 3L bottle in Central Otago (nonblind), the wine seemed much fresher, with more cherry fruit.""";
1448;"Italy,2,6400,""Here's a “wow” wine you won't easily forget. Messorio is all Merlot, and happily delivers the softness, richness and overall opulence that we love in this noble grape variety. What elevates this particular expression and vintage is the true elegance and sophistication evident here. This is a huge wine, but it's not exaggerated and the finish is as long and smooth as they come.""";
1449;"Australia,7,6300,""This traditional blend of five Bordeaux varieties comes across as tight and streamlined, lacking much texture or richness. Cedar, cassis and mint finish crisp.""";
1450;"Chile,42,21000,""With tight, crisp aromas of berry fruit, toast, mineral and mint, this Cabernet Sauvignon blend is high toned—coming across racy and snappy. Jumpy, lively plum and raspberry flavors are backed by leafy, herbal notes and resiny oak. A spicy mint finish concludes this energetic yet oaky blend. Drink through 2021.""";
1451;"US,1332,426240,""Young and sassy, this wine is already showing lovely nuances of toast, spice, lees and mineral. Complex, vivid and beautifully balanced, with a lot of fresh leesy texture and the tangy fruit riding on top. Classy winemaking, elegant and sophisticated.""";
1452;"Lebanon,3,660,""There's a hint of violet perfume that permeates this dry yet honeyed wine. The palate is fruity, with abundant ripe cherry and grapefruit flavors, and layers of crushed chalk and stone lend a minerally complexity that builds on the midpalate.""";
1453;"Argentina,28,7840,""Weinert has always pushed the more traditional, less extracted style. And this Bordeaux blend shows a nose of light spice, cinnamon, wet clay and subdued berry fruit. The palate is earthy, with hints of tomato, herbs, raspberry and cocoa. It's a drying wine, with grabby tannins, but it should age well for another few years. Drink now or hold through 2011.""";
1454;"Chile,1,470,""Gritty aromas of compost, animal hide, burnt beef and leather set up a pinching palate. Like the nose, this Carignan tastes gritty, sharp, foxy and like tart plum. A salty finish with little ripeness is grabby on the way out.""";
1455;"France,53,24380,""Wood and fruit tannins push through strongly in this powerful wine. It has weight and plush fruit texture, and behind the tannins, dark chocolate and licorice flavors. It's dense and concentrated, needing several years, at least 5–6, to shine.""";
1456;"Israel,7,910,""This red-violet-colored wine has cherry and chocolate aromas. It's well constructed, with softly gripping tannins and overall sense of brightness. Blackberry, black currant, toffee and basil flavors coalesce in a slightly spicy but juicy finish.""";
1457;"Georgia,4,680,""This amber-colored wine has a perfumed nose of apricot marmalade and marzipan. It is bright on entry, followed by a sophisticated sense of chalkiness with intense flavors of peach, nectarine, brioche, guava and honeysuckle. Flashes of brightness on the finish dissipate the firm tannins on the palate.""";
1458;"Italy,104,35360,""You'll find aromas of stewed prune, resin and nail polish remover on this ripe, robust red. The dense, brooding and extremely astringent palate offers raisin, game, anise and a dried herb. Abrasive tannins leave a rough, dried out finish.""";
1459;"Austria,119,21420,""Zesty flavours of both yeast and grapefruit dominate the nose, they are joined on the palate by peppery, even more yeasty freshness. This is fresh and zippy, but generous, too, and fizzes ever so slightly.""";
1460;"Canada,2,980,""This wine plays out broadly across the palate, showing tart berries and espresso components, along with a whiff of asparagus. The fruit is somewhat thin and front-loaded, with barrel flavors of toast and cigar box masking some—not all—of the herbaceousness.""";
1461;"South Africa,6,2580,""This is a wine with presence, from its meaty, spicy nose to its big, full-flavored fruit and spice character. Many layers of spice, smoke and berry unfold on the palate and the overall impression is delicious and serious. It lacks a touch of refinement, but is still a very good, ageable selection.""";
1462;"Spain,1,2480,""With the exact same rating as the awesome 2004, this new vintage of Aurus is an unbridled winner. It's a little creamy and sweet on first blush, but time and air reveals its darker, more serious side. Flavors of blackberry, barbecued beef and fudge tell all you need to know about ripeness and richness, and among the new classics of Rioja, Aurus is one of the leaders. Drink now and over the next three years. It's not really for long-term cellaring.""";
1463;"Italy,186,167400,""Young but already impeccably balanced and extremely elegant, this vibrant wine offers alluring scents of pressed rose, red berry, dark spice and a whisper of menthol. The firmly structured palate delivers cherry, juicy cranberry, licorice and crushed herb framed bright acidity and taut, noble tannins. Drink 2023–2038.""";
1464;"England,2,880,""Evocative redcurrant notes play on the nose. They become more intense on the palate where lively fizz lets them mix with lemon and pink grapefruit zestiness. This wine is lively and fresh but the exuberant surface is supported by a firm and taut structure of subtle autolysis that provides the perfect backdrop for all the tart, refreshing berry fruit. It offers freshness, joy and verve in one tidy, neat package. Lovely now, it will develop. Drink 2017–2025.""";
1465;"US,1,1170,""Acidity and hard tannins dominate this bone dry Bordeaux blend, locking it down into bitterness and astringency. Based on Cabernet Sauvignon, it's also very oaky. This is not offering much pleasure now, but will it age? Judging from the overall balance, as well as the intensity of black currants, the answer is yes. Hang onto it until 2020.""";
1466;"Spain,68,21760,""Wide aromas suggest earth and compost, rubber, strawberry and green. It's got the size and hits hard, but the flavors are a bit too leafy and green. Toasty and oaky on the finish.""";
1467;"Argentina,259,25900,""With melon and green apple aromas, this mellow, mostly sweet wine cuts the mustard. The palate has a good feel, while core flavors of mango, melon and lime set up a short, unassuming, no-issues finish.""";
1468;"South Africa,4,1880,""This is a robust and firmly structured Syrah with medium-coarse tannins and medium-full weight. Meaty and dark with notes of licorice, black currant, sweet spice and a touch of cocoa on the finish. Though it's intense, it still feels like it's holding back a little bit";
1469;"Lebanon,3,1200,""This Lebanese white starts with aromas of honey, peach and lemon, offering like flavors in a viscous blend on the palate. Some spice offers lift, but overall the wine has a richer character. A pretty, unfolding finish.""";
1470;"Austria,8,4240,""There is a citrus purity on the nose that suggests fresh lemon juice, but it is tempered by some spice, like that of still-green Seville orange rind. The palate is streamlined and equally pure, it has an almost cleansing quality. This is luminous and delicious and slips down far too easily.""";
1471;"Italy,1,5400,""Beautifully balanced, this opens with alluring scents of wild berry, rose, baking spice and whiffs of chopped herb. Seamlessly combining ripe fruit and the firm's trademark finesse, the bright elegantly structured palate delivers juicy wild cherry, crushed raspberry, white pepper and a hint of black tea framed in polished tannins and fresh acidity. It's already tempting but the best is yet to come. Drink 2021–2031.""";
1472;"Argentina,5,2150,""This reflects the big, modern style of Mendoza Malbec. The bouquet is ripe and hefty, with coconut, mint, blackberry and almond cookie aromas. Expect thick, rugged tannins along with toasty flavors of black coffee, chocolate and mint. A dark, fruity finish is more subtle and harmonious than specific. Drink through 2018.""";
1473;"Spain,12,15600,""This is the best Valbuena since 2005, and it may be better than that. Exotic aromas of leather, lemon peel, sawdust and boysenberry come in front of a tannic but lively and intricate palate. Baked, heady flavors of black fruits, pepper and mocha finish with chocolate and vanilla as well as juicy acidity. Drink now through 2022.""";
1474;"France,672,80640,""Wonderfully pure apple freshness creates a totally fruity and appetizing nose. The palate is fruity and really fresh. This is full of life and primary aromas, backed by a lovely apple-peel texture. The finish is dry, whistle-clean and perfectly fresh. Drink soon.""";
1475;"France,1,2720,""A massive wine, firmly structured with dense and powerful tannins. This is a wine for long-term aging, with its dark black fruits and chunky feel. It is still just starting out";
1476;"Portugal,1,3750,""There is a great balance between acidity and impressively fresh fruit considering the age of this venerable Port. Of course there are many flavors from the wood aging, but they are combined with orange marmalade, fig and raisin flavors in a riot of complex flavors that have created a very great wine. It comes from a year that was not generally declared as a vintage.""";
1477;"Australia,6,3240,""Sourced from the Wilybrup subregion of Margaret River, this is a full-bodied, creamy-textured Cabernet, readily accessible at five years of age. It's meaty and savory in style, with ample chocolate notes, hints of asphalt and plummy fruit that lead into a long, gently dusty finish. Drink now–2025.""";
1478;"Argentina,3,3450,""Without doubt the most full and complete Chardonnay from Argentina that this critic has tried. It smells lush and toasty, with elegant apple and pear aromas. The mouthfeel is rich and balanced, while flavors of baked apple, vanilla cream and woodspice are endearing. Long and flavorful on the finish, and not overoaked. A serious Chardonnay to drink now.""";
1479;"France,3,7050,""This is from a sub-division of the Corton vineyard, at the northern end of the Grand Cru. It shows both depth of flavor and freshness, a ripe wine that brings in delicious, appetizing acidity and spicy toast. It will obviously age, the nuts and secondary flavors still waiting to show, but as a fruitier style it will be ready in a year.""";
1480;"Australia,1,1490,""Sourced from one of the world's oldest surviving vineyards (planted in 1843), this is a full-bodied, velvety-textured rendering of Barossa Shiraz. An ample dusting of licorice and baking spices add zest to ripe blackberry and plum fruit flavors, and the wine finishes long and lush, with a flash of vanilla. Drink now–2025+.""";
1481;"Uruguay,4,520,""Woody berry aromas are solid but standard. This blend of Marselán, Tannat and Merlot is hard as nails, with rubbery tannins. Saucy plum flavors are green and spicy, while this shows abrasive residual tannins on a firm but limited finish.""";
1482;"Spain,11,15400,""With an opaque purple color and gritty, reduced aromas of grapy black fruits and hot stones, this hard, tannic, impermeable Tinto Fino tastes of lemony oak, baked blackberry and herbs. A dark, charred finish with notes of shoe polish and licorice is intense. Overall, this is fully extracted, concentrated and on the cusp of overdone. Drink through 2020.""";
1483;"France,39,28080,""With time, fresh rose petals merge into heady Turkish delight notes on the nose. This is full-on Gewurztraminer with all the bells and whistles: utterly decadent rose water and honeysuckle notes are submerged in rich, indulgent sweetness. This is perfumed and full-on: a super-charged varietal expression with rich, powdery layers of rose, honey and caramel.""";
1484;"Italy,48,52800,""Very characteristic of the 2008 vintage, this young Brunello opens with soft and round aromas of cherry and blackberry backed by delicate tones of spice and tobacco. Once the wine hits the palate, you will feel that bright acidity that is so typical of Sangiovese Grosso.""";
1485;"Italy,3,2130,""Vaio Armaron is an elegant and sophisticated wine that exhibits deep complexity and aromatic intensity. Thanks to its pretty layers of red cherry, spice and cola this wine exemplifies the best of classic Amarone tradition. It makes a fabulous winter wine to be paired with beef stew or roasts.""";
1486;"Germany,1,2450,""Exceeds even this producer's stunning beerenauslese, featuring an even more intoxicating perfume of honey, dried apricots and candied pineapple, with slightly more acidity to provide balance to the extra level of sweetness, so much so that this wine comes across as refreshing on the finish, despite the incredibly high levels of sugar. Drink now–2050, possibly longer.""";
1487;"France,345,172500,""Wood aging for 18 months has smoothed out the natural tannins of this Pommard while retaining the concentration of the 30-year-old vines. The wine is rich, soft, full of blackberry fruitiness and maturing well, ready to be drunk from 2015.""";
1488;"Greece,15,4500,""Violet, crushed herb and mint aromas start this Agiorgitiko. On the palate, coca, vanilla, red berry and a savory spin give it depth. Fresh and friendly but substantive, this wine can age.""";
1489;"Germany,1,2360,""Two years of aging on the lees renders incredible textural dimension to this decadently silky dry Riesling. Fresh white grapefruit, lime and lemon notes shine on the palate, offsetting expansive mouthfeel, with acidity that's focused and precise. Stunning already, but should evolve dramatically through 2025.""";
1490;"Portugal,174,24360,""Wood-aged wine that shows pedigree and style. It has red berry fruit flavors, firm tannins along with acidity and a dry core. It's a serious wine, for aging over 4–5 years.""";
1491;"Moldova,11,990,""This wine has aromas of black plum, freshly baked pie crust, dried lavender and a touch of menthol in the nose and flavors of sweet cherry and red raspberry in the mouth.""";
1492;"New Zealand,6,2220,""Winemaker Kim Crawford has turned out a solid effort, ably combining the brash fruit of Central Otago with some measure of finesse. Smoky, campfire-like notes, roasted beets and greens accent black cherry and plum flavors. It's still a bit crisp and edgy on the finish, but look for the texture to smooth out by the end of 2016.""";
1493;"Lebanon,5,750,""Pale apricot in the glass, this rosé made of Cinsault, Syrah and Cabernet Sauvignon has a bouquet of peach and clover. There is a bit of heft on the palate that belies its light color, with flavors of ripe peach, apple, and lemon curd. The finish is marked by touches of thyme and oregano.""";
1494;"France,10,12800,""This vineyard is at the heart of the fine run of premier crus that lie midway up the slope above the village. This wine is packed with fruit and also with intense acidity and minerality. It is already refreshing and crisp, although as the toastiness develops, it will become even more impressive. Drink from 2017.""";
1495;"Uruguay,1,1300,""Dense, cedary, rubbery aromas of blackberry and turned earth set up a lush, clean, chewy palate full of ripe flavors of blueberry, prune, raisin and fig. Throw in a chocolaty aftertaste and a borderline syrupy finish and this full-bodied, grabby Tannat is impressive. Drink through 2018.""";
1496;"Czech Republic,1,240,""Known in other regions as Blaufränkisch, Frankovka is widely grown in the Czech Republic and Slovakia. This wine is garnet in the glass, with aromas of black cherry, cherry cola, and black plum. Flavors of black cherry and anise linger on the palate right through the spicy finish.""";
1497;"Italy,1,2600,""Smooth and structured, this blend of Cabernet Sauvignon and Petit Verdot opens with intense aromas of ripe blackberry, red currant, exotic spice, menthol, blue flower and a hint of grilled bell pepper. The dense, concentrated palate offers juicy black cherry, raspberry, vanilla, mocha, Asian spice and a hint of game alongside velvety tannins that give it a polished texture.""";
1498;"South Africa,11,880,""You can't beat the price of this simple, quaffable red from Oak Lane, and certainly this is a wine that could make for very nice everyday sipping. A nose of wood spice and berry unfolds into flavors of toasted oak, bright berry and pepper. Though a bit one-dimensional, the wine offers structure and style.""";
1499;"Germany,5,3550,""Smoke and savory nut aromas dissipate to reveal a dramatic backdrop of rose petal and peach on the nose of this dry, full-bodied Riesling. The palate is generously textured, with a rich, creamy mouthfeel, but finishes elegantly, with a murmur of lime-pith astringency.""";
1500;"Portugal,2,1280,""This is a smooth, ripe and rich wine. It has tannins that give structure and are also well integrated into the generous blackberry and dark plum fruits. The concentration and depth give a solid, dense character. Wood aging, just enough, has smoothed everything out, while the aftertaste brings perfumed acidity at the end. Drink this complex, serious wine from 2018.""";
1501;"Argentina,126,20160,""Woodsy raisin and cassis aromas are closed and a bit chemical. This feels solid, round and resiny, with wood-driven flavors of raspberry, plum and oak-related spices. Dry and resiny feeling on the finish.""";
1502;"South Africa,1,70,""A spritzy and effervescent selection, the carbonation helps to lift the inherent sweet fruit aromas and flavors of guava, peach and mushy pear. An ideal choice for a warm summer day by the pool, served very cold.""";
